MD5,pdfsize,metadata size,pages,xref length,title characters,isEncrypted,embedded files,images,contains text,	header,obj,endobj,stream,endstream,xref,trailer,startxref,pageno,Encrypt,ObjStm,JS,JavaScript,AA,OpenAction,AcroForm,JBIG2Decode,RichMedia,Launch,EmbeddedFile,XFA,URI,Colors,JS_Obfuscated,JavaScript_Obfuscated,AA_Obfuscated,OpenAction_Obfuscated,AcroForm_Obfuscated,JBIG2Decode_Obfuscated,RichMedia_Obfuscated,Launch_Obfuscated,EmbeddedFile_Obfuscated,XFA_Obfuscated,pageno_Obfuscated
b34dd5772e2f2fa4d615404e8d6dccd8,95,283,1,28,0,0,0,0,No,	%PDF-1.7,27,27,15,15,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
f3e838aa6d98a39f0d6e7a87b2151642,79,283,1,32,0,0,0,0,No,	%PDF-1.7,31,31,19,19,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1e005df1e880c725c2f6b7c21cfa7cba,124,517,6,595,73,0,0,0,Yes,	%PDF-1.6,67,67,33,33,2,2,2,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0
bcce2fc8c8d91cc6fd28a799f5eba813,99,283,1,36,0,0,0,0,No,	%PDF-1.7,35,35,23,23,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
e5ec2f61b8c6b95a8ebd00efeaf25e9a,77,262,1,21,0,0,0,0,No,	%PDF-1.2,6,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46452e253301d7c9330369d1e86d37ed,34,298,1,12,0,0,0,0,No,	%PDF-1.3,11,11,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1ff2dccb44efcaa053064d65815a84f2,257,341,27,171,57,0,0,0,Yes,	%PDF-1.3,111,111,82,82,0,0,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
be55919a7429ee9b18234cd8094c804a,87,283,1,26,0,0,0,0,No,	%PDF-1.7,25,25,13,13,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0f0a9c115a477ecc4f214d7a84e5f90b,73,283,1,22,0,0,0,0,No,	%PDF-1.7,21,21,9,9,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
935526e5fcec2daed9504627a8ba347f,114,262,2,24,0,0,0,0,No,	%PDF-1.2,9,9,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
005e97011734e80354dd068860bf5553,176,702,1,144,15,0,0,0,Yes,	%PDF-1.7,143,143,21,21,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0
7f9b28964a5a3d3e32e1760c6ed169eb,16,260,1,12,0,0,0,0,No,	%PDF-1.2,11,11,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
77cc975d0688cfa6b50850f0b1ae8c44,85,262,1,21,0,0,0,0,No,	%PDF-1.2,6,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9120684eae83fe743fea872b1704975f,203,416,1,108,9,0,0,0,Yes,	%PDF-1.7,33,33,30,30,0,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
d66f5624f6d69d579f03ba70a719559d,87,262,1,21,0,0,0,0,No,	%PDF-1.2,6,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
c9c4f69738866f8e2be8cae216e13edf,94,262,1,21,0,0,0,0,No,	%PDF-1.2,6,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35b21ac6d9bdda55ad68d83ab59bc9a3,15,408,1,54,38,0,0,0,Yes,	%PDF-1.4,23,23,12,12,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6a82366fd365e3fe3e90df3e910101b8,209,432,1,158,14,0,0,0,Yes,	%PDF-1.7,40,40,37,37,0,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ddae27ba4a71aeac035a679295f93656,82,265,1,21,0,0,0,0,No,	%PDF-1.2,6,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4cfff4117265bb51ee52c4e07b93d9ad,78,283,1,34,0,0,0,0,No,	%PDF-1.7,33,33,21,21,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
790987bfea15ce9b5441576715a9a044,74,262,1,21,0,0,0,0,No,	%PDF-1.2,6,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
356d7cc8a51d08d0ea9246fce6dd8e40,109,411,1,83,10,0,0,0,Yes,	%PDF-1.7,82,82,15,15,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
92b7aabf4eca6708ed3e83023cb1dae0,249,692,1,155,11,0,0,0,Yes,	%PDF-1.7,154,154,30,30,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,1,0
